1,0.172039722222222,3.01625,3.015239,3.01525736,3.01524818,1.30014282670705,0.213798428586175,0.0320351134788367,-2.19431787612032,-0.183249775242303,-1.77949783894147,0.0532226314559376,0.125265522491908,0.104040239260884,0.704308392812071,-1.86806234603892,-0.0584056388176032,-2.43941564772395,-0.100176451641875,-3.19341888024237,1.54962885226439,1.00771742003045,-1.49692493052583,-0.124837923297879,-2.51721765007367,-0.150556251729741,-3.14475904141996,-0.115212457286242,-1.1359449143564,2.14927564316207,0.220306636954838,-1.37884506624044,-0.0662836764647225,-2.47476864689871,-0.0111306509015216,-2.83276404918256,0.879032999275222,5.10895041666066,1.13457287468036,1.0014530319345,-1.64186269714853,-0.662577240992678,-2.48334684918321,0.202639025199372,0.306812511118494,3.58849761177565,1.84970211574583,-1.17074512207688,0.296818279112088,-0.6666110592417,0.147228908697102,-1.93545125630034,3.33362555347251,1.70135777064435,1.46240741429348,0.703798993884759,-2.36366823376441,-0.109238794687918,-2.20688366215446,0.230429519228019,1.77722775165579,2.20692327762957,2.17906861418749,-1.7558067839581,0.112899224527277,-1.73461550539375,0.0377072783202371,0.0422639398425682,3.59817676468999
1,0.192873333333333,3.01875,3.01774502,3.01777029,3.017757655,1.2930618847596,0.246779752915826,0.0553018337412354,-1.87319448936252,-0.133716744272117,-1.40142900162147,0.0992577319983729,0.200902228600299,0.338771657885096,0.706614055775969,-1.62447744724179,-0.0334798063062983,-2.13553553849118,-0.064188602589552,-2.65375121950513,1.57245173223722,1.00912073469931,-1.26539647180601,-0.0928050243053146,-2.14315652572635,-0.112428003767632,-2.66527804649272,-0.0734329177736305,-0.902427787096538,2.20721164189578,0.228297209250093,-1.11072869903216,-0.035420040020574,-2.17141970375528,0.0253073967145917,-2.3550917633782,0.919261840284228,5.07701863751675,1.29440503136074,0.992903328697591,-1.35694261451485,-0.514323499368574,-2.15764844140642,0.240190364679429,0.46210165329348,3.89537322386322,1.81283508087537,-1.01186857247805,0.305545602111477,-0.514542858415376,0.169188875083777,-1.64461821459767,3.30499358468084,1.72476921599635,1.50507734191448,0.703524781101128,-1.99644543890838,-0.0785488010564787,-1.85374589481843,0.254598937027062,1.77004030541251,2.36871133342247,2.19138842849444,-1.49442444595219,0.127615025012262,-1.4361920037616,0.0647082394686619,0.0906366956017147,3.46900153777366
1,0.214071111111111,3.02125,3.01904178,3.02027893,3.019660355,1.28332810320029,0.243599537324871,0.0676506391837506,-1.76560233872291,-0.106287435420631,-1.45885298273152,0.151547351657578,0.226847398188142,0.355604462127183,0.697893413462691,-1.52065932183056,-0.0244846285766811,-1.98138516145181,-0.0505367967195753,-2.44305529345156,1.56538940736784,0.998768647100132,-1.1850538897292,-0.0747293701824039,-2.01978008877374,-0.0884470322958527,-2.45069284565417,-0.0335774641816899,-0.826813179108918,2.21452136652855,0.231398437782981,-1.05075501730689,-0.0232936129218148,-2.0070369644503,0.048150923827586,-2.18295273338671,0.916508085929137,5.15282983162555,1.29857272104498,0.974431674635875,-1.23725477989745,-0.466544434509873,-1.99553910361329,0.253021736170773,0.514910312191212,5.71578479412241,3.54635294925744,0.466788583401916,2.08778079805176,0.829292160187448,0.996809939900434,-0.543138959527016,4.40078836074481,2.14973840688016,1.66531407956692,1.15380967282386,-1.27041258732822,0.156155377055281,-1.15886678970769,0.42441593384059,2.07234385741268,2.77686849465351,2.18693287699186,-0.974701583474136,0.25121238432742,-0.737424644021365,0.285178725192031,0.225411486621556,3.54916927401953
1,0.2349025,3.0225,3.02149773,3.02151942,3.021508575,1.28383134737714,0.260458800892348,0.0797814872741808,-1.57119453941195,-0.066590128372781,-1.12599201324223,0.185660428760064,0.300901052364851,0.495556046578521,0.701660353437551,-1.35229026305069,-0.00331277648991267,-1.77403546496438,-0.0246927923690178,-2.10057611663007,1.58845927275292,1.00146905007331,-1.0296963517126,-0.0515369925919184,-1.77437496320591,-0.066811516144325,-2.13914106877938,-0.00343301004557276,-0.682509959896085,2.26411996979712,0.241369799106809,-0.883789490099783,-0.00313669745937795,-1.80684411946841,0.0647099337462692,-1.88862223327084,0.924681612798677,5.09320304332212,1.39630965754186,0.965541461164163,-1.05434879307024,-0.374158747606313,-1.10001198838492,0.278083279367708,0.623452141287201,4.19935755639363,1.73358275858632,-0.841522056896502,0.322579017695198,-0.376374833633217,0.191940783725292,-1.30236985484294,3.34746831828447,1.74504777595367,1.52033374679429,0.695775037526897,-1.58880000082608,-0.0422895581446262,-1.46869352715484,0.287885671929988,1.79599926095803,2.52194838004323,2.16910600331148,-1.18291640202933,0.145306949264325,-1.14030143990624,0.0968689990414715,0.147837800611794,3.4187163094664
1,0.255733888888889,3.025,3.02400279,3.02402115,3.02401197,1.26977943710379,0.288006517783348,0.0941339960544615,-1.355596281431,-0.0309770652652108,-0.96473008886766,0.229414331735285,0.367338290537126,0.670275419297663,0.703255314254998,-1.18307125814727,0.0107337381688498,-1.57128633150758,-0.000364028027395981,-1.75623579043556,1.60861927428675,1.00688214991728,-0.872589113278224,-0.025916021760393,-1.53132794386795,-0.0437433656889283,-1.82937379476052,0.0285120029305735,-0.530834901309367,2.2916560106167,0.244661200236225,-0.7042894966207,0.00716049373233085,-1.60668861082267,0.0887149728787527,-1.58371065828958,0.939812799967011,5.02004151078861,1.5049767987843,0.966657997378786,-0.858347957883544,-0.274040647598754,-1.18045887061833,0.298085546696176,0.728669607024649,4.23570627197759,1.71375264884449,-0.733783646485074,0.332710581195161,-0.273220813043052,0.211211773245993,-1.11592427516571,3.33356023482388,1.71779059186128,1.55120326965056,0.702514207731852,-1.35215720497324,-0.0239545493597521,-1.23168754761581,0.308779241133402,1.81409599300463,2.63090282470473,2.18565384524661,-1.01575275951293,0.162315957169256,-0.948656020660245,0.112785471747509,0.189210002399157,3.33376455674034
1,0.276564444444444,3.0275,3.02522969,3.02650523,3.02586746,1.26964703234672,0.282778733696246,0.0963829775877004,-1.31262724359462,-0.0200081853285444,-0.949069082495676,0.237239813233583,0.395508614693056,0.650879099917889,0.692350521587027,-1.13623938115896,0.0183367261505376,-1.4863637551195,0.00803184506741365,-1.65945879927263,1.59953782915313,0.996966608829663,-0.847921650664817,-0.0217963896111962,-1.48830342339804,-0.0343175864491056,-1.73977140185135,0.0421381166529467,-0.481903692480751,2.29147248616212,0.244880295556315,-0.69927356986829,0.0147121811036286,-1.52055318233087,0.0976365543076005,-1.52591531572833,4.93310241770748,7.44957289899749,4.06785177170765,2.34999033645326,0.627723576645033,0.899443063542017,-1.49692080946606,1.32039406956818,1.34245103771055,4.70893634100374,1.88569195048652,-0.135156210059757,0.795258037605309,0.235851518562645,0.340830167650098,-0.593892780264509,3.67402906242189,1.78914678792168,1.64357282020076,0.832295180010028,-0.910757076908124,0.0536701873842733,-0.800122054551615,0.372923388780078,1.98353062304254,2.8846816990903,2.20434534971553,-0.691087088418221,0.214504360558337,-0.496939605789891,0.219628480945161,0.281930137560737,3.35736873824874
1,0.297397777777778,3.02875,3.02773452,3.02775788,3.0277462,1.25680159886419,0.299119758476347,0.106959956999287,-1.17095944522517,-0.00373882162443137,-0.819428203914268,0.260264414078187,0.441079716263291,0.756321892946859,0.696815333308836,-1.01774337085178,0.0322054069593075,-1.34278331824077,0.0258207169733128,-1.44192791472444,1.60078190827253,0.997623021657044,-0.742181469544266,-0.00339285489966667,-1.32428069039435,-0.0150014829237305,-1.52373240325303,0.0602519392927324,-0.395271374924869,2.33161826276275,0.256067774650703,-0.576850607920877,0.0277675590472546,-1.37439278958833,0.110492965808209,-1.32389399682588,0.957776371654367,4.93909672644143,1.57497077320826,0.954400604996019,-0.671597935670482,-0.193043492236738,-1.1099321584868,0.319384993248682,0.824224504030704,4.40002520725724,1.66521032714206,-0.619380141753115,0.339475893396924,-0.200567882241133,0.204920521478153,-0.903770388611061,3.38002975479235,1.69024716623385,1.57490266283825,0.693060233419968,-1.11476178970902,-0.00678091425545008,-0.999688015967127,0.321786477891567,1.80858391480134,2.74648832371936,2.22215968278879,-0.8306226963542,0.174711562070979,-0.776326914573384,0.139458835028682,0.226325785035978,3.26876777555447
1,0.318228333333333,3.03125,3.03025317,3.03027439,3.03026378,1.25631233786286,0.315883982645122,0.118395664726518,-1.01843832871007,0.0174756900566855,-0.645003308551751,0.284668338934234,0.488384189554493,0.900193066652384,0.699355273537018,-0.892251316468545,0.0449138584999679,-1.19133215516814,0.0416846722871831,-1.1859665812559,1.60023841219672,1.0010078817225,-0.619374683653254,0.0125141767983943,-1.14345185553049,-0.00163298402292741,-1.30860709985766,0.0787204653450392,-0.282076722276377,2.36395637154451,0.259455621950641,-0.436821032520432,0.0381326798670879,-1.22963807082143,0.125617387743986,-1.10250448281412,0.973294070411743,4.89445264249467,1.65638536545781,0.973422906000274,-0.524054474076205,-0.120240154629047,-1.0112281971283,0.342170034525919,0.912642037204062,4.47270396832768,1.64238451643157,-0.542413444659981,0.348476840618398,-0.123408304963789,0.22026142974702,-0.764660149234572,3.40243529353036,1.67075306259104,1.59429554261158,0.695572164695167,-0.945552838299265,0.0128778494727274,-0.831365723230725,0.337167651323368,1.83263296898929,2.81768726121895,2.22457854754355,-0.707222744470784,0.188581233843496,-0.633200650985692,0.152426982730964,0.260125504311804,3.21263158377992
1,0.339063888888889,3.03375,3.03150368,3.03276944,3.03213656,1.24234563787807,0.310846475727789,0.114892707688138,-1.01853319524675,0.0202078112567986,-0.665484341048542,0.290362888270123,0.490253772088884,0.859061576593878,0.684912496452986,-0.873833188325807,0.0423066561911148,-1.14799282953347,0.0333704115137982,-1.15573045339723,1.58157295978562,0.994704134154881,-0.620302681868912,0.012418721129718,-1.14326006146108,-0.0061755467966789,-1.27477249042054,0.0884594291976047,-0.284615325176864,2.33787160737223,0.257010457347589,-0.461463846002608,0.0375591391093376,-1.18998692192618,0.125467081646765,-1.10665298159094,1.47650542815368,7.5960167577252,4.39446708337223,2.47443160097965,1.03567912444452,1.02356144688551,-0.975606239622169,1.34421819356652,1.53974004827246,4.97256011176913,1.85550949844273,0.0706817268740525,0.85405002003288,0.367168032422098,0.35439728220778,-0.296269909627349,3.70933881112565,1.73407497669707,1.68915842691065,0.833088670846214,-0.552361314612021,0.0810014210256377,-0.457225840785904,0.394623785996534,1.9658416706327,3.06069679145398,2.28619904428484,-0.420469074031451,0.238530701688601,-0.256060489098672,0.237797768580453,0.343102672750392,3.20107199780035
1,0.360264444444444,3.035,3.03402829,3.03404927,3.03403878,1.22803562440955,0.319173213869605,0.125646776272918,-0.90793187726316,0.0307674802066991,-0.572176875717795,0.310081852259595,0.520537456761117,0.94473417022199,0.683231813299017,-0.780759225605327,0.0525991641780559,-1.00366873483578,0.053930963539404,-0.97943596777451,1.5628633592077,1.00238285173802,-0.537946519533251,0.0244925150180475,-1.02047337398909,0.00450596148957294,-1.11984080532651,0.104650007691978,-0.209583204902818,2.37728402742464,0.261599615699879,-0.369190811401601,0.0462037564218784,-1.07911540918676,0.136984426974395,-0.950716575760352,1.00370977101414,4.83624987612184,1.70064893282671,0.942628675297567,-0.399581287727858,-0.0748446542563484,-0.966053383807697,0.348918683423499,0.980847616686897,4.56006833945962,1.60741376651679,-0.462933275980478,0.348980542423274,-0.0757356639669383,0.222581204774903,-0.633077394191197,3.39256863114465,1.64938091908857,1.61032195631503,0.691175938684724,-0.787454160625535,0.0227075200708133,-0.681491671416367,0.350241168973908,1.83748001422954,2.89325633816724,2.30800265266094,-0.587791129393953,0.190096193722754,-0.53042048559472,0.168356976634815,0.299477977121914,3.22705522381886
1,0.381101944444444,3.0375,3.03652692,3.03655028,3.0365386,1.22371647473352,0.3440605589698,0.137709581687902,-0.788802130675558,0.0530064548714396,-0.440735335675991,0.33388548140446,0.565768543632104,1.04828197243702,0.684967676087109,-0.690054486200146,0.0599020022357537,-0.889273289643775,0.0687709606891303,-0.792714682865824,1.56363286305695,1.00579714686685,-0.444317055001737,0.0330188486816493,-0.881652923734743,0.0227579568878919,-0.953461338912567,0.12386876091339,-0.114952245365725,2.401956722128,0.270765878512806,-0.261360202403328,0.0544247533005514,-0.96508367119774,0.147996591124856,-0.788713237127643,1.01625459176123,4.82688390657321,1.7784499745221,0.942290499013155,-0.286675334661089,-0.0118868327118147,-0.89430978070946,0.362718656070724,1.04930456578475,4.67399578971283,1.60234053692129,-0.393622039846783,0.360982328492038,-0.0162143922656464,0.235124553529673,-0.522006289777586,3.39333166716815,1.64129049503595,1.64465725046326,0.69902500494669,-0.656384535104102,0.0353080895232881,-0.545394148758707,0.360887260494427,1.84401627360932,2.96515844070541,2.34812300969541,-0.494829755671233,0.202082275437423,-0.414877515555872,0.183195473883913,0.335270511771746,3.18033071001747
1,0.402300833333333,3.04,3.03778601,3.03918815,3.03848708,1.21293688777443,0.338175704494163,0.137859295600292,-0.801559539583522,0.0519274434258552,-0.474709303071989,0.335687023999741,0.56359640740209,1.00950835714274,0.681852687111012,-0.684900110045231,0.0577453748434704,-0.902439935628625,0.0659859799993553,-0.780392608574751,1.54221929991019,1.00573842092655,-0.447113518401054,0.0396356884061886,-0.893389056623666,0.0281329740060792,-0.948254657074529,2.91581911223222,1.76004013391105,2.69660307525917,1.27806413728524,1.72032968334341,0.622499639759045,-0.420174106439931,0.509955539018866,0.347000231715015,2.53692065856655,5.36996879677404,2.70049771454656,1.29211948323236,0.322110037927697,0.468527735042708,-0.884673584140032,0.700286649272288,1.35809598002014,5.04701744264691,1.64170926151124,-0.0938683836222353,0.512231153303882,0.261257198415858,0.285226781804595,-0.222688095210309,3.55312342230794,1.64989854262127,1.70596258620548,0.751056552639802,-0.362188849084976,0.0721549771555887,-0.256377056103333,0.397024685747203,1.98335184428619,3.12438474624932,2.37033211439584,-0.279909706186294,0.23220971577474,-0.106446461546243,0.238916590946241,0.412774620984753,3.20756256529759
1,0.423488055555556,3.04125,3.04037595,3.04039979,3.04038787,1.20594406886004,0.352810825117136,0.140762677758941,-0.717945553975937,0.0627600336890431,-0.400304113453557,0.348183263691429,0.592859249676579,1.08258636580197,0.683479138359283,-0.606805641564824,0.0670411956855631,-0.813525200034723,0.0784231998707874,-0.648883620688018,1.54598986777022,1.00784258188104,-0.381199026246954,0.0510679426141032,-0.797966730024307,0.0341213764219504,-0.828610862121884,0.133580365818746,-0.01861385925805,2.39989307623462,0.272623398855464,-0.219042450612638,0.0624274419108875,-0.854828670951093,0.159937536298639,-0.699901810668696,1.04480265245286,4.87260862764998,1.79986588454542,0.929126345356175,-0.193495375883251,0.017676576349133,-0.854567190227079,0.375235593440454,1.10031348567644,4.98711535183699,1.60594325589075,-0.335742193319953,0.35993192370193,0.0175193095179145,0.233814150490383,-0.423961644239921,3.47072662191477,1.64879797513137,1.65881610664928,0.705752078677651,-0.549411776470649,0.0426802354414922,-0.439796962143669,0.370876957338792,1.87347256981769,3.00370201220767,2.39812756876201,-0.403339429783912,0.216470448957122,-0.352175090839415,0.188014029818698,0.382987963802806,3.20389296946386
